link,link_text,txt,site,area
https://www.lidovky.cz/trump-chce-setrit-korea-a-japonsko-se-obava-stazeni-vojaku-usa-z-asie-1in-/zpravy-svet.aspx?c=A180613_151204_ln_zahranici_mha,Trump chce šetřit. Korea a Japonsko se obávají stažení vojáků USA z Asie,Rozhodnutí amerického prezidenta ukončit pravidelné vojenské manévry v Jižní Koreji a potenciální stažení vojenských...,lidovky.cz,title
https://www.lidovky.cz/zeman-necekane-svolal-na-ctvrtek-briefing-na-prazskem-hrade-tema-zatim-taji-1uw-/zpravy-domov.aspx?c=A180613_134017_ln_domov_ele,"Zeman nečekaně svolal na čtvrtek briefing na Hradě. Co chce oznámit, tají","Prezident Miloš Zeman svolal na čtvrteční odpoledne tiskovou konferenci. Téma, ke kterému se bude chtít hlava státu...",lidovky.cz,title
https://www.lidovky.cz/novinari-chteji-snizeni-pokuty-za-fotky-polonahe-kate-musi-pocitat-s-vlezlym-zajmem-medii-g8k-/lide.aspx?c=A180613_164627_lide_ele,‚Musí počítat s vlezlým zájmem médií‘. Novináři chtějí snížení pokuty za fotky polonahé Kate,"Spor o zveřejněné snímky polonahé Kate Middletonové, vévodkyně z Cambridge, které v roce 2012 pořídili fotografové...",lidovky.cz,title
https://www.lidovky.cz/nobelova-cena-za-mir-pro-trumpa-populisticti-norsti-poslanci-to-navrhli-za-summit-s-kimem-gsh-/zpravy-svet.aspx?c=A180613_171920_ln_zahranici_ele,Nobelova cena za mír pro Trumpa? Norští populisté to navrhli za summit s Kimem,Po historickém setkání Donalda Trumpa se severokorejským vůdcem Kim Čong-unem v Singapuru navrhli dva norští poslanci...,lidovky.cz,title
//www.lidovky.cz/novinar.aspx?idnov=2368,Šárka Kabátová,"Pražská policie prověřuje případ údajných dvou znásilnění, ke kterým mělo dojít v minulosti v prostoru pražského...",lidovky.cz,title
https://www.lidovky.cz/petracek-denuklearizace-summit-trump-kim-v-hlavni-otazce-jasno-neudelal-1o8-/nazory.aspx?c=A180612_212329_ln_nazory_ele,Denuklearizace? Summit Trump–Kim v hlavní otázce jasno neudělal,V dubnu jsme problém jaderných zbraní KLDR představili odlehčeně. Otázkou...,lidovky.cz,title
https://www.lidovky.cz/vlada-navrhuje-pridat-tisicikorunu-odbory-1500-tripartita-se-nedohodla-na-rustu-minimalni-mzdy-ipl-/zpravy-domov.aspx?c=A180613_180344_ln_domov_ele,"Vláda navrhuje přidat tisícikorunu, odbory 1500. Tripartita se nedohodla na růstu minimální mzdy","Tripartita se nedohodla na růstu minimální mzdy. Vláda navrhuje přidání o tisícikorunu, odbory požadují přidání o 1500...",lidovky.cz,title
https://www.lidovky.cz/dustojnost-pro-vsechny-poslanci-navrhli-aby-manzelstvi-mohli-uzavirat-i-lide-stejneho-pohlavi-i2d-/zpravy-domov.aspx?c=A180613_161954_ln_domov_ele,"‚Důstojnost pro všechny.‘ Poslanci navrhli, aby manželství mohli uzavírat i lidé stejného pohlaví","Skupina poslanců navrhla, aby manželství mohli uzavírat i lidé stejného pohlaví. Podle novely občanského zákoníku by...",lidovky.cz,title
https://www.lidovky.cz/policie-na-odposlechy-nemela-narok-tvrdi-soudkyne-v-kauze-vladnich-trafik-1rh-/zpravy-domov.aspx?c=A180613_102240_ln_domov_sij,"Policie na odposlechy neměla nárok, tvrdí soudkyně v kauze vládních trafik",Soudkyně Helena Králová nebude v kauze tzv. trafik pro poslance...,lidovky.cz,title
https://www.lidovky.cz/exposlanec-chalupa-chce-ridit-gibs-v-minulosti-prisel-o-prizen-babise-kvuli-policejni-reforme-ipj-/zpravy-domov.aspx?c=A180612_121155_ln_domov_jho,"Při policejní reorganizaci se vzepřel Babišovi, teď chce exposlanec ANO řídit GIBS",Když premiér Andrej Babiš nechal vyhlásit druhé kolo konkurzu na...,lidovky.cz,title
