link,link_text,txt,site,area
https://www.lidovky.cz/my-kampan-zemanovi-neorganizujeme-kazdy-mu-pomaha-po-svem-rekl-veleba-za-spo-1v4-/zpravy-domov.aspx?c=A180117_130445_ln_domov_sk,"‚Osm milionů pro Zemana? Nevím, kdo to platil.‘ Veleba je přitom členem spolku, který peníze daroval","„Nevím, opravdu nevím“. Senátor, předseda Strany práv občanů a Zemanův sympatizant Jan Veleba neumí vysvětlit, kde se...",lidovky.cz,title
https://www.lidovky.cz/tri-ctvrtiny-volicu-neuspesnych-kandidatu-by-daly-hlas-drahosovi-tvrdi-pruzkum-gpa-/zpravy-domov.aspx?c=A180117_110628_ln_domov_ELE,"Až pětina voličů neúspěšných kandidátů chce dát hlas Zemanovi, vyplývá z průzkumu",Zhruba tři čtvrtiny voličů většiny nepostupujících kandidátů na prezidenta by ve druhém kole volby daly hlas Jiřímu...,lidovky.cz,title
https://relax.lidovky.cz/co-delat-kdyz-vam-psa-napadne-jiny-krik-ani-biti-nepomuze-pkd-/domaci-mazlicci.aspx?c=A180116_105236_domaci-mazlicci_ape,"Co dělat, když vám psa napadne jiný? Křik ani bití nepomůže","Leckterý pejskař už to zažil a pro mnohé je tato, byť prozatím hypotetická situace noční můrou. Co když se mi pejsek na...",lidovky.cz,title
//www.lidovky.cz/novinar.aspx?idnov=2898,Ondřej Koutník,"Vrchní státní zastupitelství v Praze potvrdilo, že policie zasahovala v advokátní kanceláři. A to kvůli daňovým...",lidovky.cz,title
https://www.lidovky.cz/mezi-vrahy-popisovali-mi-i-znasilneni-vlastnich-dcer-rika-vezenska-psycholozka-gdr-/zpravy-svet.aspx?c=A180116_170820_ln_zahranici_mha,"Mezi vrahy. Popisovali mi i znásilnění vlastních dcer, říká vězeňská psycholožka","Britka Sam Carringtonová pracovala tři roky jako vězeňská psycholožka, která měla pomáhat vrahům a násilníkům vrátit se...",lidovky.cz,title
https://www.lidovky.cz/machacek-roboti-nam-praci-neukradnou-budou-s-nami-kooperovat-p50-/monitor-jana-machacka.aspx?c=A180117_124335_monitor-jana-machacka_mpr,Roboti nám práci neukradnou. Budou s námi kooperovat,V poslední době jsme i v českém prostředí masírováni různými varovnými články a...,lidovky.cz,title
https://www.lidovky.cz/chovanec-konecne-slovo-o-zapojeni-cssd-do-vlady-by-mel-mit-sjezd-pst-/zpravy-domov.aspx?c=A180117_163601_ln_domov_ELE,Chovanec: Konečné slovo o zapojení ČSSD do vlády by měl mít sjezd,"Konečné slovo ohledně toho, zda by se ČSSD měla nějakým způsobem zapojit do vládní koalice, případně podpořit například...",lidovky.cz,title
https://www.lidovky.cz/soud-poslal-do-upadku-vedecky-park-na-ktery-stat-dal-300-milionu-korun-1gi-/zpravy-domov.aspx?c=A180117_132305_ln_domov_mpr,"Soud poslal do úpadku české ‚Silicon Valley‘, na které stát dal 300 milionů korun","Pražský městský soud poslal do úpadku vědecko-technický Nupharo Park v Libouchci na Ústecku, na jehož vznik dalo...",lidovky.cz,title
https://www.lidovky.cz/kontrolni-vybor-evropskeho-parlamentu-se-bude-zabyvat-capim-hnizdem-12p-/zpravy-domov.aspx?c=A180117_131128_ln_domov_ELE,Kontrolní výbor Evropského parlamentu se bude zabývat Čapím hnízdem,Případem Čapí hnízdo se bude zabývat kontrolní výbor Evropského...,lidovky.cz,title
https://www.lidovky.cz/v-cesku-bude-ve-stredu-silne-snezit-ve-ctvrtek-se-ceka-prudky-vitr-1cd-/zpravy-domov.aspx?c=A180117_125851_ln_domov_ELE,"V Čechách bude ve středu silně sněžit, ve čtvrtek se čeká prudký vítr","V Čechách bude ve středu chumelit, za hodinu mohou spadnout až tři...",lidovky.cz,title
https://www.lidovky.cz/v-usa-jsou-po-kampani-metoo-pretizene-tisnove-linky-fyg-/zpravy-svet.aspx?c=A180117_160926_ln_zahranici_ELE,V USA jsou po kampani #MeToo přetížené tísňové linky,Nevídaný nápor zažívají v posledních měsících pracovníci amerických...,lidovky.cz,title
https://www.lidovky.cz/merkelova-bude-rakouskou-vladu-sledovat-podrobneji-nez-dosud-p6p-/zpravy-svet.aspx?c=A180117_154807_ln_zahranici_mha,Merkelová bude rakouskou vládu sledovat podrobněji než dosud,"Německá kancléřka Angela Merkelová (CDU) bude rakouskou vládu, v níž...",lidovky.cz,title
