link,link_text,txt,site,area
https://www.lidovky.cz/zeman-chtel-pred-velvyslanci-urazit-novinare-ale-spletl-si-madagaskar-s-mauriciem-gjc-/zpravy-domov.aspx?c=A180829_155604_ln_domov_Ceh,"Zeman chtěl před velvyslanci urazit novináře, ale spletl si Madagaskar s Mauriciem","Český prezident Miloš Zeman ve středu přirovnal inteligenci novinářů k blbounovi nejapnému, tvorovi žijícímu podle...",lidovky.cz,title
//www.lidovky.cz/novinar.aspx?idnov=3851,Martin Hampejs,Úterní noc byla v kanálu La Manche značně vypjatá. Britské a francouzské rybářské lodě do sebe narážely a vzduchem...,lidovky.cz,title
//www.lidovky.cz/novinar.aspx?idnov=3981,Michal Bernáth,Vysoké teploty a ještě vyšší vlhkost dávají účastníkům a účastnicím letošního US Open řádně zabrat. Jen během prvního...,lidovky.cz,title
https://www.lidovky.cz/lekari-celi-obzalobe-kvuli-prijimani-uplatku-za-predpis-leku-hrozi-jim-az-deset-let-vezeni-gwt-/zpravy-domov.aspx?c=A180829_160553_ln_domov_Ceh,Lékaři čelí obžalobě kvůli přijímání úplatků za předpis léků. Hrozí jim až deset let vězení,"Státní zastupitelství obžalovalo 25 lékařů a zástupců farmaceutických firem, kteří se podle policie měli podílet na...",lidovky.cz,title
https://sport.lidovky.cz/ozil-a-rasismus-nesmysl-v-tymu-nebyly-ani-takove-naznaky-ohradil-se-nemecky-trener-low-grn-/fotbal.aspx?c=A180829_175704_ln-sport-fotbal_mber,"Özil a rasismus? Nesmysl, v týmu nebyly ani takové náznaky, ohradil se německý trenér Löw","Trenér německých fotbalistů Joachim Löw odmítl, že by záložník Mesut Özil čelil v reprezentaci rasismu....",lidovky.cz,title
https://www.lidovky.cz/nedostatek-pracovnich-sil-neni-jen-postkomunisticky-problem-puk-/monitor-jana-machacka.aspx?c=A180829_132410_monitor-jana-machacka_ele,Nedostatek pracovních sil není jen postkomunistický problém,"Financial Times minulý týden přišly s článkem ze série Big Read o tom, že...",lidovky.cz,title
https://www.lidovky.cz/zeman-stale-odmita-jmenovat-ministrem-zahranici-miroslava-pocheho-1fi-/zpravy-domov.aspx?c=A180829_203252_ln_domov_Ceh,Zeman stále odmítá jmenovat ministrem zahraničí Miroslava Pocheho,Zeman ve středu po setkání s velvyslanci mluvil i s předsedou ČSSD Janem Hamáčkem. Hovořili spolu o obsazení postu...,lidovky.cz,title
https://www.lidovky.cz/odejit-by-dokazal-jen-srab-zeman-podporil-misi-v-afghanistanu-je-podle-nej-v-zajmu-ceska-grk-/zpravy-domov.aspx?c=A180829_152304_ln_domov_Ceh,"‚Odejít by dokázal jen srab‘. Zeman podpořil misi v Afghánistánu, je podle něj v zájmu Česka","Mise NATO v Afghánistánu je v hlubokém národním zájmu České republiky, řekl ve středu v projevu před českými...",lidovky.cz,title
https://www.lidovky.cz/us-se-zastal-zeny-zalovala-advokata-za-spatne-rady-a-lzive-udaje-pwj-/zpravy-domov.aspx?c=A180829_142444_ln_domov_ele,"Ústavní soud se zastal ženy, žalovala advokáta za špatné rady a lživé údaje","Člověka nelze nutit, aby předkládal soudům nepravdivé nebo zavádějící...",lidovky.cz,title
https://www.lidovky.cz/rath-vs-jirat-spor-o-ukryte-stamiliony-konci-exhejtman-ho-vzdal-chce-ale-zmenit-zakon-goc-/zpravy-domov.aspx?c=A180828_100332_ln_domov_jho,"Rath vs. Jirát. Spor o ‚ukryté stamiliony‘ končí, exhejtman ho vzdal. Chce ale změnit zákon",Je hotovo. Spor Davida Ratha se státním zástupcem Petrem Jirátem se s...,lidovky.cz,title
https://www.lidovky.cz/pravice-na-internet-dala-zatykac-tykajici-se-vrazdy-v-chemnitzu-pw4-/zpravy-svet.aspx?c=A180829_132029_ln_zahranici_ele,Pravice na internet dala zatykač týkající se vraždy v Chemnitzu,Saské úřady řeší další problém související s napjatou situací v...,lidovky.cz,title
https://www.lidovky.cz/v-barme-evakuovali-kvuli-protrzene-prehrade-pres-5000-lidi-pkh-/zpravy-svet.aspx?c=A180829_111049_ln_zahranici_ele,V Barmě evakuovali kvůli protržené přehradě přes 50 00 lidí,Ve střední Barmě museli kvůli protržené přehradě evakuovat přes 50...,lidovky.cz,title
https://www.lidovky.cz/mccain-spachal-sebevrazdu-aby-se-vyhnul-guantanamu-tvrdi-konspiracni-stranka-oblibena-priznivci-tr-ira-/zpravy-svet.aspx?c=A180828_160512_ln_zahranici_ceh,"McCain spáchal sebevraždu, aby se vyhnul válečnému soudu, tvrdí stránka oblíbená mezi příznivci Trumpa",Americký senátor John McCain zemřel v sobotu na rakovinu mozku. Taková je však podle amerických konspiračních stánek...,lidovky.cz,title
https://byznys.lidovky.cz/rsd-se-dohodlo-s-ekology-kteri-blokovali-stavbu-dalnice-d11-zacne-stavet-v-rijnu-19p-/doprava.aspx?c=A180829_163421_ln-doprava_Ceh,"ŘSD se dohodlo s ekology, kteří blokovali stavbu dálnice D11. Začne stavět v říjnu",Osmikilometrový úsek dálnice D11 z Hradce Králové do Předměřic nad Labem by se měl začít stavět 2. října. Na setkání s...,lidovky.cz,title
https://byznys.lidovky.cz/cesky-rozhlas-do-konce-zari-propusti-86-lidi-kvuli-usporam-jeho-reditel-dostal-temer-pulmilionovou-i4f-/media.aspx?c=A180829_180506_ln-media_Ceh,Český rozhlas do konce září propustí 86 lidí kvůli úsporám. Jeho ředitel dostal téměř půlmilionovou odměnu,Český rozhlas do konce září zruší 86 pracovních míst a dalších 30 míst pak ubude do konce roku. Důvodem redukce jsou...,lidovky.cz,title
https://byznys.lidovky.cz/u-dalnic-je-rok-po-vyhlaseni-zakazu-stale-700-nelegalnich-billboardu-10j-/doprava.aspx?c=A180829_145556_ln-doprava_ele,U dálnic je rok po vyhlášení zákazu stále 700 nelegálních billboardů,Po téměř roce od zákazu billboardů jich v ochranném pásmu dálnic...,lidovky.cz,title
https://byznys.lidovky.cz/dpp-zkolaboval-internetovy-obchod-pro-nakup-kuponu-fyp-/doprava.aspx?c=A180829_144127_ln-doprava_ele,DPP zkolaboval internetový obchod pro nákup kuponů,Pražskému dopravnímu podniku (DPP) ve střed zkolaboval internetový...,lidovky.cz,title
https://sport.lidovky.cz/kanonyr-krmencik-do-bordeaux-plzen-by-mohla-dostat-180-milionu-korun-1f8-/fotbal.aspx?c=A180829_133526_ln-sport-fotbal_effe,Kanonýr Krmenčík do Bordeaux? Plzeň však 180 milionů korun odmítá,Fotbalový reprezentant Michael Krmenčík by mohl z Plzně přestoupit do Girondins Bordeaux....,lidovky.cz,title
https://sport.lidovky.cz/strycova-ve-vedrech-na-us-open-znicila-spanelku-ve-dvou-setech-a-jde-dal-1m6-/ostatni-sporty.aspx?c=A180829_182505_ln-sport-ostatni_mber,Strýcová ve vedrech na US Open zničila Španělku ve dvou setech a jde dál,Tenistka Barbora Strýcová v dalším horkém dni na US Open nešetřila Laru Arruabarrenaovou. Turnajová...,lidovky.cz,title
https://sport.lidovky.cz/video-zaznel-prvni-gong-a-boxer-tezke-vahy-odesel-po-jedne-vterine-z-ringu-1ra-/ostatni-sporty.aspx?c=A180829_104614_ln-sport-ostatni_mber,VIDEO: Zazněl první gong a boxer těžké váhy odešel po jedné vteřině z ringu,Americký boxer těžké váhy Curtis Harper se rozhodl protestovat proti platebním podmínkám v zápase...,lidovky.cz,title
https://www.lidovky.cz/filmove-premiery-technologicky-vylepseny-praclovek-bojuje-s-inteligentnim-domem-gju-/kultura.aspx?c=A180829_095410_ln_kultura_jto,Filmové premiéry: technologicky vylepšený pračlověk bojuje s inteligentním domem,"Poslední srpnový týden míří do českých kin pět snímků. Technologicky opepřenou pomstu doplní sexuchtivá budova,...",lidovky.cz,title
https://www.lidovky.cz/staly-proti-nemu-boure-i-meduzy-brit-uplaval-530-km-podel-anglie-chtel-upozornit-na-problemy-vod-ign-/lide.aspx?c=A180829_151301_lide_Ceh,"‚Stály proti němu bouře i medúzy.‘ Brit uplaval 530 km podél Anglie, chtěl upozornit na problémy vod","Britský otužilec, právník a zapálený ekolog Lewis Pugh ve středu odpoledne úspěšně dokončil svůj další husarský kousek, když po více než 530 kilometrech doplaval podél pobřeží Británie v Lamanšském průlivu do Doveru. Vytrvalostní plavec, kterého v cíli cesty přivítala manželka a ministr životního...",lidovky.cz,title
https://relax.lidovky.cz/svatebni-saty-meghan-markleove-budou-vystaveny-ve-windsoru-pl6-/moda.aspx?c=A180829_083249_moda_ele,Svatební šaty Meghan Markleové budou vystaveny ve Windsoru. Výstava potrvá do ledna příštího roku,"Svatební šaty Meghan Markleové a kopie uniformy, kterou na sobě měl při obřadu její choť britský princ Harry, budou...",lidovky.cz,title
https://cestovani.lidovky.cz/nomadi-skoda-100-dorazila-k-bajkonuru-cele-mesto-ma-jen-par-bloku-a-stoji-vedle-elektrarny-g5z-/aktuality.aspx?c=A180828_151301_aktuality_ape,NOMÁDI: Škoda 100 dorazila k Bajkonuru. Celé město má jen pár bloků a stojí vedle elektrárny,"Článek píšeme v Kyrgyzstánu ve 20:33 hod. zdejšího času ve stanu, který jsme si postavili na pastvině ve výšce cca 2000...",lidovky.cz,title
https://relax.lidovky.cz/rizika-ketogenni-diety-narusuje-rovnovahu-v-tele-a-muze-dojit-k-hyperglykemii-1ya-/zdravi.aspx?c=A180827_113111_ln-zdravi_ape,Rizika ketogenní diety? Narušuje rovnováhu v těle a může dojít k hyperglykemii,"Vyloučit sacharidy a nahradit je tuky, takový je princip ketogenní...",lidovky.cz,title
https://www.lidovky.cz/jak-dior-udelal-radost-rumunskym-lidovym-umelcum-f7w-/design.aspx?c=A180827_125132_ln-bydleni_ape,Dior vykradl tradiční rumunské kroje. Mají lidoví umělci z kraje radost?,"Lidoví umělci v rumunské župě Bihor nejprve žasli, když objevili v kolekci francouzské luxusní značky Dior oblečení...",lidovky.cz,title
https://relax.lidovky.cz/zofinsky-prales-a-hojna-voda-jsou-uz-180-let-chranenymi-uzemimi-p6g-/veda.aspx?c=A180828_125233_ln_veda_ape,Žofínský prales a Hojná voda. Nejstarší národní rezervace slaví 180 let,Žofínský prales je nejstarší NPR v České republice a podle správy...,lidovky.cz,title
https://relax.lidovky.cz/pocitacovy-virus-ziskava-udaje-pacientu-siri-se-po-celem-svete-cesko-zatim-nezasahl-gmr-/zdravi.aspx?c=A180828_115231_ln-zdravi_ele,"Počítačový virus získává údaje pacientů, šíří se po celém světě, Česko zatím nezasáhl","Hackerská skupina Orangeworm šíří přes internet po celém světě program Kwampirs, který napadá zdravotnické přístroje....",lidovky.cz,title
https://www.lidovky.cz/zverina-sklenene-domy-na-velke-odmeny-ve-velkych-firmach-si-zvykneme-1iy-/nazory.aspx?c=A180828_204828_ln_nazory_seb,,"Evropská směrnice, kterou s největší pravděpodobností přijme i Česko, donutí všechny firmy kotované na burze k...",lidovky.cz,title
https://www.lidovky.cz/machacek-o-hrozbe-divokeho-brexitu-dti-/monitor-jana-machacka.aspx?c=A180828_130443_monitor-jana-machacka_gib,,"Gideon Rachman píše ve Financial Times o hrozbě divokého brexitu, přesněji brexitu bez smlouvy či dohody. Nedostatek...",lidovky.cz,title
https://www.lidovky.cz/vzkaz-z-fronty-novinari-nesou-naklady-internetovi-giganti-kasiruji-prijmy-17f-/nazory.aspx?c=A180828_103054_ln_nazory_krku,,"Naše práce není zadarmo, někdo ji musí platit. Novinařina je prvořadě služba - a mnohdy u ní jde i o život. Jenže s...",lidovky.cz,title
http://ceskapozice.lidovky.cz/zhavejsi-podminky-zrejme-castecne-zmeni-skladbu-plodin-pjz-/tema.aspx?c=A180824_140057_pozice-tema_lube,Žhavější podmínky zřejmě částečně změní skladbu plodin,"Zasít pšenici, nebo čirok? Jak vytvářet zásoby vody v krajině kvůli suchu? Jak zajistit pružnější výrobu potravin? Tím...",lidovky.cz,title
http://ceskapozice.lidovky.cz/jak-vladnout-cine-0z2-/recenze.aspx?c=A180827_125657_pozice-recenze_lube,Jak vládnout Číně,"Současný čínský prezident Si Ťin-pching se snaží transformovat komunistický režim. Je cílevědomý, dává přednost moci...",lidovky.cz,title
http://ceskapozice.lidovky.cz/snazime-se-naucit-ceske-firmy-chovat-na-cizim-trhu-globalne-pob-/tema.aspx?c=A180817_155407_pozice-tema_lube,Snažíme se naučit české firmy chovat na cizím trhu globálně,„Nyní směřujeme větší část svých aktivit k zahraničním investicím a menší na startupy a malé a střední firmy. Tento...,lidovky.cz,title
https://ekonomika.idnes.cz/chaty-chalupy-penize-ceny-nemovitosti-dyf-/ekonomika.aspx?c=A180823_422408_ekonomika_rts,"Ceny chalup letí nahoru, v některých krajích za rok téměř o 40 procent",Neustálý nárůst cen domů a bytů zasáhl i rekreační objekty. Chaty a chalupy jsou ve srovnání s minulým rokem dražší v průměru o dvacet procent. Vyplývá...,lidovky.cz,title
https://auto.idnes.cz/waze-google-dynamicka-navigace-kolona-zacpa-kapacita-trasa-pn7-/automoto.aspx?c=A180822_141659_automoto_fdv,"Chytré navigace vedou hustý provoz do míst, kam nepatří","Dolní Lomnice, jak už samotný název napovídá, je to malá ves o stovce domů jen pár kilometrů za hranicemi Prahy. Tou zapomenutou obcí vede úzká pentlička...",lidovky.cz,title
https://byznys.lidovky.cz/cesky-rozhlas-do-konce-zari-propusti-86-lidi-kvuli-usporam-jeho-reditel-dostal-temer-pulmilionovou-i4f-/media.aspx?c=A180829_180506_ln-media_Ceh,Český rozhlas do konce září propustí 86 lidí kvůli úsporám. Jeho ředitel dostal téměř půlmilionovou odměnu,"Český rozhlas do konce září zruší 86 pracovních míst a dalších 30 míst pak ubude do konce roku. Důvodem redukce jsou ekonomické úspory, podnik chce...",lidovky.cz,business
https://byznys.lidovky.cz/rsd-se-dohodlo-s-ekology-kteri-blokovali-stavbu-dalnice-d11-zacne-stavet-v-rijnu-19p-/doprava.aspx?c=A180829_163421_ln-doprava_Ceh,"ŘSD se dohodlo s ekology, kteří blokovali stavbu dálnice D11. Začne stavět v říjnu",Osmikilometrový úsek dálnice D11 z Hradce Králové do Předměřic nad Labem by se měl začít stavět 2. října. Na setkání s novináři to ve středu řekl...,lidovky.cz,business
https://www.lidovky.cz/novinar.aspx?idnov=3320,Michal Pavec,Pražské tramvaje si díky autopilotu částečně poradí i bez řidiče. Dopravní podnik začne na podzim testovat také systém proti srážkám.,lidovky.cz,business
https://byznys.lidovky.cz/ministerstvo-prace-predlozilo-navrh-na-rust-minimalni-mzdy-stoupla-by-na-13-700-korun-gzg-/moje-penize.aspx?c=A180828_180803_moje-penize_seb,Ministerstvo práce předložilo návrh na růst minimální mzdy. Má stoupnout na 13 700 korun,Ministerstvo práce předložilo avizovaný návrh vládního nařízení se zvýšením minimální mzdy od ledna o 1500 korun na 13 700 korun. Představuje to růst...,lidovky.cz,business
https://www.lidovky.cz/novinar.aspx?idnov=2898,Ondřej Koutník,"Český obr ČEZ se v Turecku kvůli tamní ekonomické krizi ocitl ve vážných potížích. Pomoci mu má Erdoganův zeť, jehož opozice a Rusové v roce 2016...",lidovky.cz,business
https://byznys.lidovky.cz/na-d1-u-prahy-v-sobotu-skonci-omezeni-kvuli-rekonstrukci-opravovat-se-zacne-opet-na-jare-gtp-/doprava.aspx?c=A180828_165642_ln-doprava_seb,Na D1 u Prahy v sobotu skončí omezení kvůli rekonstrukci. Opravovat se začne opět na jaře,"Na dálnici D1 u Prahy v sobotu skončí omezení kvůli rekonstrukci vozovky mezi 12. a 16. kilometrem. Opravy jsou pro letošní rok hotové, stavbaři se...",lidovky.cz,business
https://byznys.lidovky.cz/44-procent-cechu-je-nespokojenych-s-cenami-operatoru-zmenit-poskytovatele-vsak-lide-nechteji-icy-/firmy-trhy.aspx?c=A180828_160021_firmy-trhy_seb,44 procent Čechů je nespokojených s cenami operátorů. Změnit poskytovatele však lidé nechtějí,"Ceny mobilních služeb v Česku hodnotí nepříznivě 44 procent lidí, zatímco opačný názor zastává více než pětina Čechů. Přesto jen 11 procent zákazníků...",lidovky.cz,business
https://byznys.lidovky.cz/nelegalni-billboardy-s-ceskou-vlajkou-zmizi-do-konce-zari-pm6-/doprava.aspx?c=A180828_160245_ln-doprava_pkk,Nelegální billboardy s českou vlajkou zmizí do konce září,"Společnost Czech Outdoor, největší provozovatel venkovní reklamy v Česku, odstraní všechny své billboardy z ochranného pásma dálnic a silnic 1. třídy...",lidovky.cz,business
https://byznys.lidovky.cz/akcionari-unipetrolu-schvalili-vytesneni-minoritnich-vlastniku-p9q-/firmy-trhy.aspx?c=A180828_140953_firmy-trhy_ele,Akcionáři Unipetrolu schválili vytěsnění minoritních vlastníků,"Valná hromada petrochemického holdingu Unipetrol v úterý schválila vytěsnění zbylých minoritních akcionářů firmy. Návrh podal majoritní vlastník,...",lidovky.cz,business
https://byznys.lidovky.cz/rocni-kupon-za-polovinu-seniori-a-studenti-zaplati-od-rijna-za-jizdne-mhd-1280-kc-rocne-g31-/doprava.aspx?c=A180828_124400_ln_domov_ele,Roční kupon za polovinu. Senioři a studenti zaplatí od října za jízdné MHD 1280 Kč ročně,"Praha zlevní od 1. října jízdné v MHD pro studenty a seniory, nově budou platit 1280 korun ročně. Magistrát na slevě přijde ročně o asi 208,5 milionu...",lidovky.cz,business
https://byznys.lidovky.cz/trump-obvinil-google-z-manipulace-s-vysledky-vyhledavani-o-nem-jsou-pry-jen-negativni-gq0-/media.aspx?c=A180828_113745_ln-media_krku,Trump vstal brzy a obvinil Google z manipulace s výsledky vyhledávání. O něm jsou prý jen negativní,Americký prezident Donald Trump se opět opřel do médií. V úterý po páté hodině ranní místního času sdílel na svém twitterovém účtu příspěvek...,lidovky.cz,business
https://byznys.lidovky.cz/nemecka-media-kritizuji-demonstrace-proti-cizincum-kdo-vyzyva-k-honu-na-lidi-jineho-puvodu-je-s-ijm-/media.aspx?c=A180828_105136_ln-media_ele,"Německá média kritizují demonstrace proti cizincům. Kdo vyzývá k ‚honu‘ na lidi jiného původu, je štváčem, píšou","O barbarství, nepřípustnosti štvanic na jinak vypadající obyvatele a zatěžkávací zkoušce pro právní stát v Sasku píší německá média v souvislosti s...",lidovky.cz,business
https://byznys.lidovky.cz/rusky-urad-zakazal-reklamu-modelka-mela-prilis-male-poprsi-po1-/media.aspx?c=A180828_092535_ln-media_ele,"Ruský úřad zakázal reklamu, modelka měla příliš malé poprsí","Přinejmenším údiv vyvolalo v ruských médiích vysvětlení protimonopolního úřadu FAS, proč se rozhodl zakázat jednu sexistickou reklamu. V daném...",lidovky.cz,business
https://byznys.lidovky.cz/hn-stat-chce-za-dve-miliardy-rocne-stavet-byty-s-regulovanym-najemnym-129-/statni-pokladna.aspx?c=A180828_083549_statni-pokladna_ele,Stát chce za dvě miliardy ročně stavět byty s regulovaným nájemným,Ministerstvo pro místní rozvoj a Svaz měst a obcí chystají výstavbu bytů s regulovaným nájemným. Roční investice by měly být zhruba dvě miliardy...,lidovky.cz,business
https://www.lidovky.cz/novinar.aspx?idnov=4092,Patrik Kozlík,Pracovní trh se v poslední době výrazně mění. Firmy volí při hledání nových zaměstnanců nové metody a díky nedostatku uchazečů se boří i některé...,lidovky.cz,business
https://byznys.lidovky.cz/slevy-v-doprave-jak-budou-od-1-zari-pro-studenty-a-seniory-realne-fungovat-1l7-/doprava.aspx?c=A180827_183744_ln-doprava_pkk,Slevy v dopravě. Jak budou od 1. září pro studenty a seniory reálně fungovat?,"Od 1. září začnou platit 75% slevy pro studenty a seniory, které nařídil stát. Někteří dopravci už spustili předprodej, zákazníci ale mnohdy nemají...",lidovky.cz,business
https://byznys.lidovky.cz/ve-verejnych-sluzbach-lide-vydelavaji-vice-nez-ve-firmach-prijdou-si-prumerne-na-32-tisic-mesicne-i24-/firmy-trhy.aspx?c=A180827_174936_firmy-trhy_seb,Ve veřejných službách lidé vydělávají více než ve firmách. Přijdou si průměrně na 32 tisíc měsíčně,"Průměrný výdělek ve veřejném sektoru se v Česku zvyšuje rychleji než ve firmách. Loni se průměrný plat zvedl o 8,4 procenta a mzda o 6,8 procenta. Ve...",lidovky.cz,business
/foto.aspx?c=A180827_131415_ln-auto_pkk,"Nejdražší vydražený veterán stál více než miliardu korun, prvenství drží opět Ferrari","Nejdražším vydraženým veteránem je opět Ferrari. Model 250 GTO z roku 1962 v červené barvě byl v sobotu v Kalifornii vydražen za 48,4 milionů dolarů...",lidovky.cz,business
https://byznys.lidovky.cz/do-cela-investicni-skupiny-portiva-miri-svoren-bude-spravovat-aktiva-za-vice-nez-dve-miliardy-ipv-/firmy-trhy.aspx?c=A180827_220719_firmy-trhy_vlh,"Do čela skupiny PORTIVA míří Svoreň, bude spravovat aktiva za více než dvě miliardy","Výkonným ředitelem a členem představenstva investiční skupiny PORTIVA se stal Pavel Svoreň. Manažer, který dosud působil jako ředitel divize...",lidovky.cz,business
https://byznys.lidovky.cz/ceske-poste-se-nedari-prevadet-pobocky-na-fransizanty-potyka-se-s-poklesem-zisku-i-narustem-reklama-il6-/firmy-trhy.aspx?c=A180827_080949_firmy-trhy_ele,České poště se nedaří převádět pobočky na franšízanty. Potýká se s poklesem zisku i nárůstem reklamací,Česká pošta má skluz s převody poboček na jiné provozovatele v projektu Pošta Partner. Na obce či podnikatele chtěla pošta ke konci roku 2017 převést...,lidovky.cz,business
https://www.lidovky.cz/novinar.aspx?idnov=4092,Patrik Kozlík,"Rostoucí cena vanilky je jeden z důvodů, proč dochází stále častěji k násilným loupežím. Farmáři si nevědí rady, veřejné složky jim nepomáhají, berou...",lidovky.cz,business
https://www.lidovky.cz/novinar.aspx?idnov=4154,Lenka Čechová,"Dlouhotrvající sucho v Česku ovlivňuje nejen zemědělství, ale i průtok řek. Právě na sjízdnosti některých vodáky oblíbených toků jsou ale závislé...",lidovky.cz,business
https://www.lidovky.cz/novinar.aspx?idnov=3555,Miroslav Petr,"Pokud v brzké době pořádně nezaprší, bílé víno přijde o potřebné kyseliny, a tedy celkový charakter, na jaký jsme u produkce z Moravy zvyklí. Modré...",lidovky.cz,business
https://www.lidovky.cz/novinar.aspx?idnov=4134,Roman Šitner,Státem nařízené slevy mohou být pro dopravce skvělý byznys. Nižší cenu jim vykompenzuje státní rozpočet a vydělat mohou více než dříve. Od prvního...,lidovky.cz,business
https://byznys.lidovky.cz/schillerova-navrhne-rozpocet-se-schodkem-40-miliard-korun-pzt-/statni-pokladna.aspx?c=A180826_124420_statni-pokladna_ssu,"Schillerová navrhne rozpočet se schodkem 40 miliard korun. Má být nižší, než se plánovalo","Ministryně financí Alena Schillerová (za ANO) předloží návrh státního rozpočtu na rok 2019 se schodkem 40 miliard korun, nižším, než se dosud...",lidovky.cz,business
