link,link_text,txt,site,area
https://www.lidovky.cz/napeti-v-katalansku-vrcholi-posiluji-se-bezpecnostni-opatreni-i-na-letistich-a-nadrazich-g7m-/zpravy-svet.aspx?c=A171010_174932_ln_zahranici_mber,Dialog a jednota. Napjatě očekávaný projev katalánského premiéra Puigdemonta,"Je důležité snížit napětí v Katalánsku, k čemuž je potřeba dialog, prohlásil katalánský premiér Puigdemont v napjatě...",lidovky.cz,title
//www.lidovky.cz/novinar.aspx?idnov=3556,Ondřej Vyhnanovský,"Asociace provozovatelů mobilních sítí poradila lidem, aby se kvůli levnějším mobilním tarifům spojovali. Operátoři ale...",lidovky.cz,title
https://www.lidovky.cz/zeman-pobouril-ukrajince-ma-pry-prodat-putinovi-prahu-ci-vary-p6x-/zpravy-svet.aspx?c=A171010_161418_ln_zahranici_mber,"Kompenzace? Tak ať antiHavel Zeman prodá Putinovi Prahu či Vary, zlobí se Ukrajinci","Výroky českého prezidenta Miloše Zemana, který v úterý před Parlamentním shromážděním Rady Evropy označil ruskou anexi...",lidovky.cz,title
//www.lidovky.cz/novinar.aspx?idnov=3808,Robert Sattler,"Pražští taxikáři připravují další protestní akci. Nejsou totiž spokojeni s tím, jak ministerstva a magistrát hlavního...",lidovky.cz,title
https://www.lidovky.cz/vaclav-klaus-mladsi-shanel-v-ankete-odpurce-eura-81-procent-ale-hlasovalo-pro-1bx-/zpravy-domov.aspx?c=A171010_113432_ln_domov_mber,Klaus mladší sháněl v anketě odpůrce eura. 84 procent ale hlasovalo pro přijetí,"V anketě na svém twitterovém účtu se Václav Klaus mladší ptal uživatelů, čím by raději platili, zda korunou či eurem. K...",lidovky.cz,title
https://www.lidovky.cz/machacek-trump-je-vic-nez-vykyv-historie-ff4-/monitor-jana-machacka.aspx?c=A171010_132346_monitor-jana-machacka_mber,Trump je víc než výkyv historie,Komentátor Financial Times Gideon Rachman rekapituluje svůj nedávný poznávací...,lidovky.cz,title
https://www.lidovky.cz/sobotka-zemanovy-vyroky-o-krymu-odporuji-politice-cr-pfs-/zpravy-domov.aspx?c=A171010_191142_ln_domov_sij,Nehoráznost a poškození českých zájmů. Politici kritizují Zemana za slova o Krymu,Prezident Miloš Zeman neměl k projevu na Parlamentním shromáždění Rady Evropy žádný mandát vlády a Zemanovy výroky jsou...,lidovky.cz,title
https://www.lidovky.cz/lekari-pohrbili-ambulantni-peci-zaroven-18-rijna-vyzvali-k-uzavreni-ordinaci-1ve-/zpravy-domov.aspx?c=A171010_082220_ln_domov_mber,Lékaři pohřbili ambulantní péči. Zároveň 18. října vyzvali k uzavření ordinací,"Nejen praktičtí lékaři v úterý protestovali po celé zemi proti podmínkám ve zdravotnictví, které podle jejich slov...",lidovky.cz,title
https://www.lidovky.cz/tretina-lidi-by-jako-prezidenta-volila-zemana-ctvrtina-si-nevybrala-nikoho-16c-/zpravy-domov.aspx?c=A171010_172441_ln_domov_mber,"Třetina lidí by jako prezidenta volila Zemana, čtvrtina si nevybrala nikoho","Zhruba třetina z lidí, kteří se chtějí zúčastnit prezidentských...",lidovky.cz,title
https://www.lidovky.cz/majitel-sauny-v-niz-zemrely-dve-zeny-byl-obzalovan-hrozi-mu-az-3-roky-vezeni-1bb-/zpravy-domov.aspx?c=A171010_102045_ln_domov_mber,"Majitel sauny, v níž zemřely dvě ženy, byl obžalován. Hrozí mu až 3 roky vězení",Okresní státní zastupitelství v Jičíně podalo obžalobu na majitele...,lidovky.cz,title
