link,link_text,txt,site,area
https://www.lidovky.cz/svet/sobotni-protesty-zlutych-vest-mohou-nabrat-na-sile-macron-odlozil-svuj-projev.A190420_074552_ln_zahranici_ele,Demonstranti zapalovali ohně a házeli kameny na policisty. Zatčeno je přes 120 lidí,"V Paříži v sobotu opět vyšli do ulic stoupenci hnutí takzvaných žlutých vest, kteří protestují proti reformní politice...",lidovky.cz,title
https://www.lidovky.cz/domov/v-ricanech-u-prahy-hori-obchodni-centrum-zasazena-je-minimalne-jednu-strechu.A190420_185249_ln_domov_ele,V Říčanech u Prahy hořelo obchodní centrum. Požár způsobil škodu až 15 milionů,V Říčanech u Prahy v sobotu v podvečer hořelo obchodní centrum. Oheň zasáhl přinejmenším střechu budovy. Příčina zatím...,lidovky.cz,title
https://www.lidovky.cz/novinari/katerina-menzelova.N3065,Kateřina Menzelová,"Po roce 1945 v ní pobýval sovětský maršál Koněv, svatbu tam měl ruský generál Vlasov a zavítal do ní i někdejší...",lidovky.cz,title
https://www.lidovky.cz/novinari/martin-shabu.N3554,Martin Shabu,Marie Benešová toho v české justici zažila mnoho. A ­možná ještě více v politice. Nyní se ujímá další výrazné funkce....,lidovky.cz,title
https://www.lidovky.cz/svet/jmeno-mussolini-stale-tahne-do-eurovoleb-jde-jeho-vnuk-gaius-julius-caesar.A190418_172123_ln_zahranici_mha,Jméno Mussolini stále táhne. Do eurovoleb jde jeho vnuk Gaius Julius Caesar,Kandidatura pravnuka italského diktátora Benita Mussoliniho do Evropského parlamentu oživuje debatu o italském fašismu....,lidovky.cz,title
https://www.lidovky.cz/nazory/petracek-natalie-po-10-letech.A190419_214759_ln_nazory_ele,Natálie po 10 letech. Reakce na útok z Vítkova přinesla změnu k lepším,Připomínat si žhářský útok na Romy z 19. dubna 2009 ve Vítkově má smysl nejen...,lidovky.cz,title
https://www.lidovky.cz/domov/duben-je-na-pozary-v-prirode-extremni-varuji-hasici-sucho-ma-v-cesku-pokracovat.A190420_180401_ln_domov_ele,"Duben je na požáry v přírodě extrémní, tvrdí hasiči. Před suchem varují i meteorologové","Sucho trápí nejen vodohospodáře, ale také hasiče. Duben je pokud jde o požáry v přírodě extrémní, hasiči u nich...",lidovky.cz,title
https://www.lidovky.cz/domov/teple-pocasi-vydrzi-do-pristiho-vikendu-teploty-pak-klesnou-az-o-deset-stupnu.A190420_150822_ln_domov_ele,Teplé počasí vydrží do příštího víkendu. Teploty pak klesnou až o deset stupňů,"Teplé počasí vydrží i v následujících dnech, podle meteorologů bude v příštím týdnu až nezvykle teplo. Ochladí se na...",lidovky.cz,title
https://www.lidovky.cz/domov/pokud-babise-v-kauze-capi-hnizdo-obzaluji-nerezignuje-jde-o-politicky-proces-zopakoval.A190420_075408_ln_domov_ele,"Pokud Babiše v kauze Čapí hnízdo obžalují, nerezignuje. Jde o politický proces, zopakoval","Premiér Andrej Babiš (ANO) nerezignuje, pokud ho státní zástupce v...",lidovky.cz,title
https://www.lidovky.cz/domov/kvuli-suchu-hrozi-v-celem-cesku-vznik-pozaru-varuji-meteorologove.A190420_112756_ln_domov_ele,"Kvůli suchu hrozí v celém Česku vznik požárů, varují meteorologové",Kvůli přetrvávajícímu nedostatku srážek hrozí v Česku vznik požárů....,lidovky.cz,title
https://www.lidovky.cz/svet/obliba-francouzskeho-prezidenta-macrona-klesla-na-minimum-popularita-klesla-take-cele-vlade.A190420_193644_ln_zahranici_ele,Obliba francouzského prezidenta Macrona klesla na minimum. Popularita klesla také celé vládě,S politikou francouzského prezidenta Emmanuela Macrona je spokojeno...,lidovky.cz,title
https://www.lidovky.cz/svet/americke-ministerstvo-spravedlnosti-nevyda-necenzurovanou-verzi-muellerovy-zpravy.A190420_080226_ln_zahranici_ele,Americké ministerstvo nevydá necenzurovanou verzi Muellerovy zprávy. Považuje to za předčasné,Americké ministerstvo spravedlnosti považuje žádost právního výboru...,lidovky.cz,title
