link,link_text,txt,site,area
https://www.lidovky.cz/prvni-odhady-rakouske-predcasne-volby-vyhrali-lidovci-pred-socialnimi-demokraty-a-svobodnymi-i1s-/zpravy-svet.aspx?c=A171015_165722_ln_zahranici_mber,"První odhady: Rakouské předčasné volby vyhráli lidovci, před sociálními demokraty a Svobodnými",V Rakousku v pět hodin zavřely volební místnosti a začalo přepočítávání hlasů. První průzkumy přisoudily vítězství...,lidovky.cz,title
https://www.lidovky.cz/kampan-jde-do-finale-reporteri-sleduji-politicke-lidry-v-nedelni-online-reportazi-gi7-/zpravy-domov.aspx?c=A171011_122535_ln_domov_mpr,‚Má snahu něco změnit‘ i ‚nelíbí se mi jeho chování‘. Babiš slyšel chválu i kritiku. Sledovali jsme lídry,"Předvolební kampaň vrcholí, lídři stran se snaží ulovit poslední nerozhodnuté voliče. Server Lidovky.cz proto ve velké...",lidovky.cz,title
https://www.lidovky.cz/cinske-muzeum-sokovalo-vystavou-ktera-prirovnava-cernochy-ke-zviratum-1oz-/zpravy-svet.aspx?c=A171014_104249_ln_zahranici_ele,"Čínské muzeum šokovalo výstavou, která přirovnává černochy ke zvířatům",Muzeum v čínském provinciálním muzeu v Hubei ve Wuhanu  odstranilo tento týden sousedící fotografické exponáty divokých...,lidovky.cz,title
//www.lidovky.cz/novinar.aspx?idnov=3587,Ivana Milenkovičová,Neomezený vládce malé asijské země dráždí svět odpalováním raket a výměnou urážek s americkým prezidentem....,lidovky.cz,title
https://www.lidovky.cz/ap-zverejnila-zaznam-zvuku-ktery-mel-zpusobovat-zahadna-onemocneni-diplomatu-na-kube-gqd-/zpravy-svet.aspx?c=A171014_171306_ln_zahranici_ele,"AP zveřejnila zvuk, který měl způsobovat záhadná onemocnění diplomatů USA na Kubě","Záhadné útoky na americké diplomaty na Kubě, kvůli kterým Spojené státy stáhly své zástupce z Havany, mají další vývoj....",lidovky.cz,title
https://www.lidovky.cz/zverina-mupy-mup-boj-visegradske-ctyrky-za-potraviny-je-pokrytecky-1gb-/nazory.aspx?c=A171014_152140_ln_nazory_ele,Mupy mup. Boj visegrádské čtyřky za potraviny je pokrytecký,"Za stejnou kvalitu produktů pro všechny, tak zní velkolepé heslo zaštiťující...",lidovky.cz,title
https://www.lidovky.cz/agrofert-se-ohrazuje-proti-vyroku-zaoralka-o-tom-ze-ma-babisova-firma-technoligie-na-zpracovani-lit-iq9-/zpravy-domov.aspx?c=A171015_114325_ln_domov_ele,"Nesmysl, reaguje Agrofert na Zaorálkova slova, že Babišova firma má zájem zpracovat lithium","Ministr zahraničí a místopředseda ČSSD Lubomír Zaorálek v sobotním vydání deníku Právo prohlásil, že firma Lovochemie...",lidovky.cz,title
https://www.lidovky.cz/teplotni-rekord-dnes-padl-na-34-stanicich-s-delsi-merici-tradici-pbo-/zpravy-domov.aspx?c=A171015_170228_ln_domov_ele,Nevídané teplo. V neděli padl teplotní rekord na 34 měřicích stanicích,"Na 34 meteorologických stanicích, které v Česku měří teplotu minimálně 30 let, padl teplotní rekord pro 15. říjen....",lidovky.cz,title
https://www.lidovky.cz/na-rodice-kteri-unesli-sve-deti-ze-strakonic-byl-vydan-evropsky-zatykac-1ap-/zpravy-domov.aspx?c=A171015_112539_ln_domov_ele,"Na rodiče, kteří unesli své děti ze Strakonic, byl vydán evropský zatykač","Na rodiče, kteří v pátek unesli své dvě děti ze Strakonic, je vydán...",lidovky.cz,title
https://www.lidovky.cz/nehoda-tri-aut-blokuje-dalnici-d2-u-brna-dhb-/zpravy-domov.aspx?c=A171015_143640_ln_domov_ele,Nehoda tří aut blokuje dálnici D2 u Brna,Nehoda tří osobních aut uzavřela dálnici D2 ve směru na Brno na...,lidovky.cz,title
https://www.lidovky.cz/australska-policie-vedla-nejvetsi-web-s-detskou-pornografii-chytala-tak-pedofily-ggs-/zpravy-svet.aspx?c=A171010_171141_ln_zahranici_mha,Australská policie vedla největší web s dětskou pornografií. Chytala tak pedofily,Téměř rok používala australská policie dětskou pornografii jako past...,lidovky.cz,title
https://www.lidovky.cz/pocet-obeti-sobotni-tragicke-nehody-na-slovensku-vzrostl-na-osm-p8w-/zpravy-svet.aspx?c=A171015_101009_ln_zahranici_ele,Počet obětí sobotní tragické nehody na Slovensku vzrostl na osm,Počet obětí sobotní tragické srážky mikrobusu s kamionem na Slovensku...,lidovky.cz,title
https://www.lidovky.cz/pocet-mrtvych-po-utoku-v-mogadisu-presahl-osmdsat-k-utoku-se-zatim-nikdo-neprihlasil-gaw-/zpravy-svet.aspx?c=A171015_103716_ln_zahranici_ele,Počet mrtvých po útoku v Mogadišu stoupl na 189. K útoku se zatím nikdo nepřihlásil,"Počet mrtvých po sobotních útocích v somálské metropoli Mogadišu vystoupil na 189, oznámila v neděli policie a...",lidovky.cz,title
https://byznys.lidovky.cz/restitucni-trumf-klasternich-bratri-urad-souhlasi-s-navracenim-pozemku-14i-/statni-pokladna.aspx?c=A171013_165019_statni-pokladna_kopp,Restituční trumf klášterních bratří: Úřad souhlasí s navrácením pozemků,"Napravení minulých křivd dle zákona, či precedentní prolomení Benešových dekretů? Spor ohledně oprávněnosti...",lidovky.cz,title
https://byznys.lidovky.cz/jak-pripravit-auto-na-zimu-vybavu-kupte-hned-aby-pozdeji-nezdrazila-116-/auto.aspx?c=A171013_161503_ln-auto_kopp,"Jak připravit auto na zimu? Výbavu kupte hned, aby později nezdražila","Kdo si auto připraví na zimu, ten nebude s prvními mrazivými dny překvapen. Včasný nákup nebo doplnění výbavy navíc...",lidovky.cz,title
https://byznys.lidovky.cz/natural-mizi-z-ceskych-silnic-nejvetsi-site-pump-prejmenovavaji-benzin-1a3-/auto.aspx?c=A171013_163153_ln-auto_kopp,Natural mizí z českých silnic. Největší sítě pump přejmenovávají benzin,Z českých benzinek pomalu mizí slovní označení natural. Všichni...,lidovky.cz,title
https://byznys.lidovky.cz/volkswagen-chce-vice-odlisit-jednotlive-znacky-jak-to-ovlivni-ceskou-skodu-16y-/auto.aspx?c=A171013_203058_ln-auto_sij,Volkswagen chce více odlišit jednotlivé značky. Jak to ovlivní českou Škodu?,"Koncern Volkswagen dospěl na úrovni vrcholného managementu k tomu, že...",lidovky.cz,title
https://sport.lidovky.cz/horvath-o-sparte-za-ty-penize-kvalitu-neprivedli-plzen-by-mela-na-letne-bodovat-gc3-/fotbal.aspx?c=A171015_152940_ln-sport-fotbal_atv,Horváth o Spartě: Za ty peníze kvalitu nepřivedli. Plzeň by měla na Letné bodovat,"Ve Spartě poprvé ochutnal ligu, jenže zdaleka nejslavnější chvíle prožil s Plzní. Je jasné, komu bude dnes navečer...",lidovky.cz,title
https://www.lidovky.cz/americka-akademie-filmoveho-umeni-a-ved-vyloucila-weinsteina-kvuli-obtezovani-zen-g2j-/kultura.aspx?c=A171014_223449_ln_kultura_ele,Weinsteina kvůli obtěžování žen vyloučila Akademie filmového umění a věd,"Americká Akademie filmového umění a věd, která uděluje filmové ceny Oscar, v sobotu kvůli sexuálním...",lidovky.cz,title
https://www.lidovky.cz/dokumentarni-festival-ji-hlava-na-prehlidce-se-potka-meciar-s-jakesem-1ji-/kultura.aspx?c=A171013_101824_ln_kultura_jto,Dokumentární festival Ji.hlava. Na přehlídce se potká Mečiar s Jakešem,Snímek Terezy Nvotové o bývalém slovenském premiérovi Vladimíru Mečiarovi zahájí 24. října...,lidovky.cz,title
https://www.lidovky.cz/v-centre-pompidou-se-ve-vsech-barvach-a-polohach-predstavuje-david-hockney-15a-/kultura.aspx?c=A171013_103227_ln_kultura_jto,V Centre Pompidou se ve všech barvách a polohách představuje David Hockney,V pařížském Centre Pompidou se koná velká retrospektiva Davida Hockneyho. Ukazuje jeho tvorbu ve...,lidovky.cz,title
https://www.lidovky.cz/cinske-knedlicky-dim-sum-krok-za-krokem-jak-na-ne-ftq-/dobra-chut.aspx?c=A171011_102257_dobra-chut_ape,Čínské knedlíčky dim sum krok za krokem. Jak na ně?,"Čínské knedlíčky dim sum můžete servírovat jako předkrm, ale klidně i jako plnohodnotný oběd či večeři. Vyzkoušejte recept blogerky Lindy Müllerové, která vydala veganskou kuchařku A co teda jíš?",lidovky.cz,title
https://relax.lidovky.cz/afp-ve-francii-sbiraji-organicky-odpad-z-restauraci-fxg-/zajimavosti.aspx?c=A171014_095632_ln-zajimavosti_ele,"Ve Francii sbírají organický odpad z restaurací, chtějí skončit s jeho spalováním",Jejich posláním je skoncovat se spalováním bioodpadu. V Nantes na západě Francie objíždějí členové sdružení La...,lidovky.cz,title
https://relax.lidovky.cz/l-express-jak-zazehnavat-zimni-splin-dsn-/zdravi.aspx?c=A171014_092321_ln-zdravi_ele,Jak zažehnávat zimní splín? Lepší než čokoláda je procházka,"Nedostatek slunce a světla, únava před koncem roku, zkracující se dny: příčiny zimního splínu jsou mnohačetné. Mnoho...",lidovky.cz,title
https://relax.lidovky.cz/vedci-dostanou-grant-na-vyzkum-problemu-sucheho-oka-pomoci-cipu-p8i-/veda.aspx?c=A171010_130511_ln_veda_ape,Vědci dostanou grant na výzkum problému suchého oka pomocí čipu,"Jak funguje slzný film oka a jak zlepšit jeho složení u lidí, které...",lidovky.cz,title
https://www.lidovky.cz/jed-na-krysy-jako-ucinna-latka-byznys-s-falesnymi-leky-v-africe-je-obrovsky-1ui-/lide.aspx?c=A171012_132954_lide_ape,Jed na krysy jako účinná látka? Byznys s falešnými léky v Africe je obrovský,"Do Afriky se vrací jako domů, strávil zde několik let. Ve svým knihách popisuje, jak život v Africe vypadá. Ve své...",lidovky.cz,title
https://www.lidovky.cz/karel-gott-prevzal-za-celozivotni-dilo-nemeckou-cenu-zlata-slepice-1fq-/lide.aspx?c=A171014_145011_lide_ele,Karel Gott převzal německou cenu Zlatá slepice. Dočkal se i potlesku vstoje,Zpěvák Karel Gott v pátek večer v Lipsku převzal významnou německou...,lidovky.cz,title
https://relax.lidovky.cz/modre-svetlo-z-displeju-a-led-zdroju-nabourava-zdravi-jak-se-pred-nim-chranit-1s2-/zdravi.aspx?c=A171014_142405_ln-zdravi_ele,Modré světlo z displejů a LED zdrojů nabourává zdraví. Jak se před ním chránit?,"Bez světla by na zemi nebyl život, jenže moderní světelné zdroje náš život spíš ničí. Poruchy spánku, problémy s...",lidovky.cz,title
https://www.lidovky.cz/petracek-protoze-je-to-cool-ma-unesco-menit-zidovske-pamatky-v-palestinske-16c-/nazory.aspx?c=A171014_120201_ln_nazory_ele,,"Za rok opustí USA a Izrael organizaci UNESCO. Ta zpráva ve čtvrtek večer zapadla. Není z těch, které zvedají lidi ze...",lidovky.cz,title
https://www.lidovky.cz/rozdil-mezi-lindnerem-a-zemanem-d3w-/monitor-jana-machacka.aspx?c=A171013_122342_monitor-jana-machacka_ele,,"Už jsem někde zaslechl, že to, co o Krymu v létě říkal šéf FDP Christian Lindner, je v zásadě totéž, co tento týden...",lidovky.cz,title
https://www.lidovky.cz/kalvoda-fungovani-dnesni-policie-se-vraci-k-modelum-predlistopadove-verejne-bezpecnosti-g7m-/nazory.aspx?c=A171012_133512_ln_nazory_ele,,"Pravidlo, že zločin má vždy náskok před policií, vede někdy k zajímavým situacím. V aktuálním příběhu zajistila náskok...",lidovky.cz,title
http://ceskapozice.lidovky.cz/vyrovna-se-praha-ostatnim-svetovym-metropolim-f5f-/tema.aspx?c=A171012_173517_pozice-tema_lube,Vyrovná se Praha ostatním světovým metropolím?,"Stěhování lidí z venkova do velkých měst je světovým trendem. Praha není výjimkou. Jaký bude její rozvoj, bude se v ní...",lidovky.cz,title
http://ceskapozice.lidovky.cz/je-na-case-zacit-developery-povazovat-za-partnery-fv5-/tema.aspx?c=A171012_182526_pozice-tema_lube,Je na čase začít developery považovat za partnery,Prezidentka Asociace pro rozvoj trhu nemovitostí (ARTN) Zdenka Klapalová má na Praze ráda atmosféru historického...,lidovky.cz,title
http://ceskapozice.lidovky.cz/hampl-kryptomeny-mi-pripominaji-komoditu-nikoliv-menu-pij-/tema.aspx?c=A171013_111303_pozice-tema_houd,"Hampl: Kryptoměny mi připomínají komoditu, nikoliv měnu","Podle viceguvernéra České národní banky Mojmíra Hampla lidé o kryptoměnách, z nichž nejznámější je bitcoin, raději...",lidovky.cz,title
https://ostrava.idnes.cz/rozhovor-provozovatel-arealu-pustevny-chrostek-f7l-/ostrava-zpravy.aspx?c=A171010_357072_ostrava-zpravy_woj,"Přišli jsme o 95 procent lyžařů, říká provozovatel areálu na Pustevnách","Kdysi známý lyžařský areál na Pustevnách, kde bylo v nejlepších časech v provozu až osm sjezdovek, živoří. Letos zde bude spuštěn jeden vlek, a i to majitelé...",lidovky.cz,title
https://technet.idnes.cz/sputnik-pacner-zavod-druzice-vesmir-dvj-/tec_vesmir.aspx?c=A171011_131847_tec_vesmir_mla,"Zajali jsme špatné Němce! Co se stalo, když Sověti vypustili Sputnik","Závod o vypuštění první družice dospěl do finále. Sovětům se podařilo díky osekání programu připravit ke startu před Američany. Když přišel okamžik startu,...",lidovky.cz,title
http://www.lidovky.cz/novinar.aspx?idnov=3065,Kateřina Menzelová,"Napravení minulých křivd dle zákona, či precedentní prolomení Benešových dekretů? Spor ohledně oprávněnosti restitučních nároků Cisterciáckého...",lidovky.cz,business
https://byznys.lidovky.cz/jak-pripravit-auto-na-zimu-vybavu-kupte-hned-aby-pozdeji-nezdrazila-116-/auto.aspx?c=A171013_161503_ln-auto_kopp,"Jak připravit auto na zimu? Výbavu kupte hned, aby později nezdražila","Kdo si auto připraví na zimu, ten nebude s prvními mrazivými dny překvapen. Včasný nákup nebo doplnění výbavy navíc dává prostor vybrat si s chladnou...",lidovky.cz,business
http://www.lidovky.cz/novinar.aspx?idnov=3555,Miroslav Petr,"Z českých benzinek pomalu mizí slovní označení natural. Všichni řidiči vědí, že pod tímto názvem se tankuje benzin. Od jara už tohle jeho pojmenování...",lidovky.cz,business
http://www.lidovky.cz/novinar.aspx?idnov=3926,Luděk Vokáč,"Koncern Volkswagen dospěl na úrovni vrcholného managementu k tomu, že chce více odlišit své tři mainstreamové značky – tedy VW, Seat a Škodu, aby si...",lidovky.cz,business
http://www.lidovky.cz/novinar.aspx?idnov=3905,Karolína Krupková,Rostoucí ekonomika plní peněženky českých spotřebitelů a ti neváhají své příjmy ve větší míře utrácet. Jejich nákupnímu apetitu vychází vstříc...,lidovky.cz,business
https://byznys.lidovky.cz/afera-japonske-ocelarny-zasahla-pres-500-odberatelu-vcetne-daimleru-ci-airbusu-1wt-/firmy-trhy.aspx?c=A171013_170757_firmy-trhy_kopp,Aféra japonské ocelárny zasáhla přes 500 odběratelů včetně Daimleru či Airbusu,Skandál kolem falšování údajů o kvalitě v japonské ocelárně Kobe Steel se týká dodávek pro více než 500 zákazníků. Rozsah skandálu je tak mnohem...,lidovky.cz,business
https://byznys.lidovky.cz/tok-bez-poplatku-se-bude-od-ledna-jezdit-uz-na-180-kilometrech-dalnic-10g-/doprava.aspx?c=A171013_164651_ln-doprava_ele,Ťok: Bez poplatků se bude od ledna jezdit už na 180 kilometrech dálnic,"Celkem 180 kilometrů dálnic bude od ledna 2018 osvobozeno od nutnosti mít dálniční známku. Ministerstvo dopravy rozhodlo, že letos už schválené úseky...",lidovky.cz,business
https://byznys.lidovky.cz/antimonopolni-urad-zahajil-spravni-rizeni-kvuli-mytnemu-tendru-za-30-miliard-1sh-/doprava.aspx?c=A171013_162721_ln-doprava_ele,Antimonopolní úřad zahájil správní řízení kvůli mýtnému tendru za 30 miliard,Úřad pro ochranu hospodářské soutěže (ÚOHS) zahájil správní řízení s ministerstvem dopravy kvůli miliardovému tendru na provoz elektronického mýtného...,lidovky.cz,business
https://byznys.lidovky.cz/brnenske-kiwi-com-je-nejrychleji-rostouci-firmou-ve-stredni-evrope-1pd-/firmy-trhy.aspx?c=A171013_102044_firmy-trhy_ele,Deloitte: Brněnské Kiwi.com je nejrychleji rostoucí technologickou firmou ve střední Evropě,Prodejce letenek Kiwi.com je nejrychleji rostoucí technologickou firmou ve střední Evropě. S růstem o 7165 procent mezi roky 2013 a 2016 vede...,lidovky.cz,business
https://byznys.lidovky.cz/televize-barrandov-dostala-pokutu-nabizela-sperky-s-licenci-kterou-nemely-1u7-/media.aspx?c=A171013_142117_ln-media_mber,"Televize Barrandov dostala pokutu půl milionu. Nabízela šperky s licencí, kterou neměly",Rada pro rozhlasové a televizní vysílání na svém posledním zasedání udělali pokutu půl milionu korun společnosti Telemedia Interactv production home...,lidovky.cz,business
https://byznys.lidovky.cz/okd-meni-organizacni-strukturu-dulni-zavody-slouci-do-jednoho-celku-1io-/firmy-trhy.aspx?c=A171013_142824_firmy-trhy_kopp,OKD mění organizační strukturu. Důlní závody sloučí do jednoho celku,"Černouhelná společnost OKD, která je od loňska v úpadku, mění svou organizační strukturu. Od 1. dubna sloučí Důlní závod 1 (dřívější doly ČSA, Lazy a...",lidovky.cz,business
